Component,File,Line,Element,Label,Destination,RouteStatus,Priority,RouteHealth
BenchmarkDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/BenchmarkDashboard.tsx,45,button,[Empty],Handler: {() => setActiveBenchmarkId(b.id)},Action,Medium,Action
BenchmarkDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/BenchmarkDashboard.tsx,90,Link,[Icon/Image],[Dynamic: `/research/benchmarks/${activeBenchmark.slug}`],Valid,Low,Unknown
BenchmarkDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/BenchmarkDashboard.tsx,120,Link,[Empty],[Dynamic: `/research/benchmarks/${activeBenchmark.slug}`],Valid,Low,Unknown
PublicationCard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/PublicationCard.tsx,29,Link,[Icon/Image],[Dynamic: `/research/${pub.category}/${pub.slug}`],Valid,Low,Unknown
PublicationCard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/PublicationCard.tsx,16,NetworkIcon,[NetworkIcon],,Missing,High,Unknown
PublicationCard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/PublicationCard.tsx,17,BarChartIcon,[BarChartIcon],,Missing,High,Unknown
PublicationGrid,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/PublicationGrid.tsx,75,button,[Icon/Image],Handler: {() => setSearchQuery('')},Action,Medium,Action
PublicationGrid,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/PublicationGrid.tsx,94,button,[Empty],Handler: {() => setSelectedDomain(null)},Action,Medium,Action
PublicationGrid,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/PublicationGrid.tsx,101,button,{dynamic},Handler: {() => setSelectedDomain(domain)},Action,Medium,Action
PublicationGrid,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/PublicationGrid.tsx,117,button,[Empty],Handler: {() => setSelectedCategory(null)},Action,Medium,Action
PublicationGrid,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/PublicationGrid.tsx,124,button,{dynamic},Handler: {() => setSelectedCategory(cat)},Action,Medium,Action
PublicationGrid,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/PublicationGrid.tsx,141,button,[Empty],Handler: {() => {                     setSearchQuery('');                     setSelectedCategory(null);                     setSelectedDomain(null);                   }},Action,Medium,Action
PublicationGrid,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/PublicationGrid.tsx,157,PublicationCard,[PublicationCard],,Missing,High,Unknown
ResearchArchitectureCanvas,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/ResearchArchitectureCanvas.tsx,91,button,[Icon/Image],,Missing,High,Unknown
ResearchArchitectureCanvas,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/ResearchArchitectureCanvas.tsx,94,button,[Icon/Image],,Missing,High,Unknown
ResearchArchitectureCanvas,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/ResearchArchitectureCanvas.tsx,97,button,[Icon/Image],,Missing,High,Unknown
ResearchDomains,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/ResearchDomains.tsx,63,Link,{dynamic},[Dynamic: `/research?domain=${encodeURIComponent(domain.name)}`],Valid,Low,Unknown
ResearchHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/ResearchHero.tsx,76,Link,[Icon/Image],#publications,Valid,Low,Placeholder
ResearchHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/ResearchHero.tsx,79,button,[Icon/Image],,Missing,High,Unknown
ResearchReader,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/ResearchReader.tsx,23,Link,[Empty],/research,Valid,Low,OK
ResearchReader,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/ResearchReader.tsx,25,Link,{dynamic},[Dynamic: `/research?category=${publication.category}`],Valid,Low,Unknown
ResearchReader,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/ResearchReader.tsx,140,button,[Icon/Image],,Missing,High,Unknown
ResearchReader,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/ResearchReader.tsx,144,button,[Icon/Image],,Missing,High,Unknown
ResearchReader,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/ResearchReader.tsx,147,button,[Icon/Image],,Missing,High,Unknown
ResearchReader,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/ResearchReader.tsx,165,button,[Icon/Image],,Missing,High,Unknown
GatedDownloadModal,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/resources/GatedDownloadModal.tsx,55,button,[Icon/Image],Handler: {onClose},Action,Medium,Action
GatedDownloadModal,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/resources/GatedDownloadModal.tsx,82,a,[Icon/Image],[Dynamic: `/whitepapers/${title.toLowerCase().replace(/\s+/g  "-")}.pdf`],Valid,Low,Unknown
GatedDownloadModal,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/resources/GatedDownloadModal.tsx,139,button,[Empty],,Missing,High,Unknown
IndustryMapping,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/services/IndustryMapping.tsx,82,Link,{dynamic},[Dynamic: industry.link],Valid,Low,Unknown
InteractiveCapabilityMap,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/services/InteractiveCapabilityMap.tsx,105,button,{dynamic},Handler: {() => setActiveScenarioId(scenario.id)},Action,Medium,Action
ResearchInnovation,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/services/ResearchInnovation.tsx,48,Link,[Icon/Image],/research,Valid,Low,OK
ResearchInnovation,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/services/ResearchInnovation.tsx,63,Link,[Icon/Image],[Dynamic: item.link],Valid,Low,Unknown
ServiceCardProgressive,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/services/ServiceCardProgressive.tsx,88,Link,[Icon/Image],[Dynamic: service.link],Valid,Low,Unknown
BusinessFunctionMap,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/BusinessFunctionMap.tsx,81,button,{dynamic},Handler: {() => setActiveFunc(func.id)},Action,Medium,Action
EnterpriseArchitecture,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/EnterpriseArchitecture.tsx,77,button,[Icon/Image],Handler: {() => setActiveView(view.id)},Action,Medium,Action
EnterpriseArchitecture,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/EnterpriseArchitecture.tsx,128,button,[Icon/Image],,Missing,High,Unknown
ExecutivePriorities,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/ExecutivePriorities.tsx,64,button,[Icon/Image],Handler: {() => setActiveTab(p.id)},Action,Medium,Action
ExecutivePriorities,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/ExecutivePriorities.tsx,98,Link,[Icon/Image],[Dynamic: `/solutions/${sol.slug}`],Valid,Low,Unknown
ExecutiveResources,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/ExecutiveResources.tsx,52,button,[Icon/Image],,Missing,High,Unknown
InteractiveSolutionExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/InteractiveSolutionExplorer.tsx,128,SolutionMarketplaceCard,[SolutionMarketplaceCard],Handler: {() => setOverlaySlug(sol.slug)},Action,Medium,Action
MarketplaceFilter,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/MarketplaceFilter.tsx,19,button,{dynamic},Handler: {() => onSelect(cat.id)},Action,Medium,Action
ReadinessAssessment,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/ReadinessAssessment.tsx,137,button,{dynamic},Handler: {() => handleAnswer(opt.score)},Action,Medium,Action
ReadinessAssessment,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/ReadinessAssessment.tsx,173,button,[Empty],,Missing,High,Unknown
ReadinessAssessment,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/ReadinessAssessment.tsx,176,button,[Empty],Handler: {() => { setCurrentQ(0); setAnswers([]); setIsFinished(false); }},Action,Medium,Action
ResearchLayer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/ResearchLayer.tsx,53,Link,[Icon/Image],/research,Valid,Low,OK
ResearchLayer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/ResearchLayer.tsx,87,button,[Empty],,Missing,High,Unknown
ROICalculator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/ROICalculator.tsx,185,AnimatedButton,[Icon/Image],,Missing,High,Unknown
ROICalculator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/ROICalculator.tsx,189,button,[Icon/Image],,Missing,High,Unknown
SolutionConfigurator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/SolutionConfigurator.tsx,80,button,{dynamic},Handler: {() => handleSelect("industry"  ind)},Action,Medium,Action
SolutionConfigurator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/SolutionConfigurator.tsx,92,button,[Empty],Handler: {() => setStep(1)},Action,Medium,Action
SolutionConfigurator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/SolutionConfigurator.tsx,100,button,{dynamic},Handler: {() => handleSelect("problem"  prob)},Action,Medium,Action
SolutionConfigurator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/SolutionConfigurator.tsx,120,button,{dynamic},Handler: {() => setSelections({...selections  size})},Action,Medium,Action
SolutionConfigurator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/SolutionConfigurator.tsx,127,button,[Icon/Image],Handler: {handleGenerate},Action,Medium,Action
SolutionConfigurator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/SolutionConfigurator.tsx,160,button,[Empty],Handler: {reset},Action,Medium,Action
SolutionConfigurator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/SolutionConfigurator.tsx,210,button,[Icon/Image],,Missing,High,Unknown
SolutionConfigurator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/SolutionConfigurator.tsx,213,button,[Icon/Image],,Missing,High,Unknown
SolutionMarketplaceCard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/SolutionMarketplaceCard.tsx,56,motion.button,{dynamic},Handler: {onClick},Action,Medium,Action
SolutionOverlay,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/SolutionOverlay.tsx,58,button,[Icon/Image],Handler: {onPrev},Action,Medium,Action
SolutionOverlay,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/SolutionOverlay.tsx,65,button,[Icon/Image],Handler: {onNext},Action,Medium,Action
SolutionOverlay,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/SolutionOverlay.tsx,74,button,[Icon/Image],Handler: {onClose},Action,Medium,Action
SolutionOverlay,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/SolutionOverlay.tsx,112,Link,[Icon/Image],[Dynamic: `/solutions/${solution.slug}`],Valid,Low,Unknown
SolutionOverlay,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/SolutionOverlay.tsx,113,button,[Icon/Image],,Missing,High,Unknown
SolutionOverlay,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/SolutionOverlay.tsx,117,Link,[Empty],/contact,Valid,Low,OK
SolutionOverlay,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/SolutionOverlay.tsx,118,button,[Empty],,Missing,High,Unknown
SolutionOverlay,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/SolutionOverlay.tsx,39,motion.div,[motion.div],Handler: {onClose},Action,Medium,Action
SolutionPageLayout,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/SolutionPageLayout.tsx,44,button,{dynamic},,Missing,High,Unknown
SolutionPageLayout,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/SolutionPageLayout.tsx,47,button,{dynamic},,Missing,High,Unknown
SolutionPageLayout,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/solutions/SolutionPageLayout.tsx,138,Link,[Icon/Image],[Dynamic: res.link],Valid,Low,Unknown
AnimatedButton,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/ui/AnimatedButton.tsx,17,motion.button,[Icon/Image],,Missing,High,Unknown
ThemeToggle,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/ui/ThemeToggle.tsx,35,button,{dynamic} {dynamic},Handler: {() => setTheme(option.value)},Action,Medium,Action
ThemeToggle,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/ui/ThemeToggle.tsx,45,Icon,[Icon],,Missing,High,Unknown
TrackedButton,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/ui/TrackedButton.tsx,32,button,{dynamic},Handler: {handleClick},Action,Medium,Action
TrackedLink,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/ui/TrackedLink.tsx,36,Link,{dynamic},[Dynamic: href],Valid,Low,Unknown
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/about/page.tsx,155,Link,[Icon/Image],/contact,Valid,Low,OK
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/about/page.tsx,156,Link,[Empty],/services,Valid,Low,OK
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/about/page.tsx,107,Icon,[Icon],,Missing,High,Unknown
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/academy/page.tsx,317,Link,[Icon/Image],[Dynamic: path.href],Valid,Low,Unknown
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/academy/page.tsx,359,button,{dynamic},Handler: {() => setActiveTab(tab)},Action,Medium,Action
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/academy/page.tsx,377,div,{dynamic},Handler: {() => setExpandedCourse(isExpanded ? null : course.id)},Action,Medium,Action
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/academy/page.tsx,404,div,[Icon/Image],Handler: {(e) => e.stopPropagation()},Action,Medium,Action
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/academy/page.tsx,437,Link,[Icon/Image],/academy/courses,Valid,Low,OK
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/academy/page.tsx,478,Link,{dynamic},[Dynamic: bc.price === "Custom" ? "/contact" : "/academy/courses"],Valid,Low,Unknown
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/academy/page.tsx,544,button,{dynamic},Handler: {() => handleQuizAnswer("role"  opt.val)},Action,Medium,Action
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/academy/page.tsx,562,button,{dynamic},Handler: {() => handleQuizAnswer("exp"  opt.val)},Action,Medium,Action
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/academy/page.tsx,580,button,{dynamic},Handler: {() => handleQuizAnswer("obj"  opt.val)},Action,Medium,Action
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/academy/page.tsx,611,Link,[Icon/Image],/academy/learning-paths,Valid,Low,OK
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/academy/page.tsx,614,button,[Empty],Handler: {resetQuiz},Action,Medium,Action
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/academy/page.tsx,647,Link,[Icon/Image],/academy/courses,Valid,Low,OK
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/academy/page.tsx,650,Link,[Empty],/contact,Valid,Low,OK
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/academy/page.tsx,321,Icon,[Icon],,Missing,High,Unknown
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/academy/page.tsx,382,Icon,[Icon],,Missing,High,Unknown
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/careers/page.tsx,84,a,[Icon/Image],#apply,Valid,Low,Placeholder
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/careers/page.tsx,87,a,[Empty],#domains,Valid,Low,Placeholder
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/careers/page.tsx,214,button,{dynamic},,Missing,High,Unknown
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/case-studies/page.tsx,88,Link,[Icon/Image],#studies,Valid,Low,Placeholder
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/case-studies/page.tsx,118,button,{dynamic},Handler: {() => setActiveFilter(f)},Action,Medium,Action
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/case-studies/page.tsx,131,Link,[Icon/Image],[Dynamic: cs.href],Valid,Low,Unknown
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/case-studies/page.tsx,169,Link,[Icon/Image],/contact,Valid,Low,OK
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/case-studies/page.tsx,172,Link,[Empty],/solutions,Valid,Low,OK
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/community/page.tsx,108,a,{dynamic},[Dynamic: chan.href],Valid,Low,Unknown
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/community/page.tsx,143,Link,[Icon/Image],/academy,Valid,Low,OK
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/community/page.tsx,169,button,[Icon/Image],,Missing,High,Unknown
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/community/page.tsx,102,Icon,[Icon],,Missing,High,Unknown
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/contact/page.tsx,161,button,{dynamic} {dynamic},,Missing,High,Unknown
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/contact/page.tsx,193,a,[Icon/Image],https://calendly.com/cerebro-hive,Valid,Low,External
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/contact/page.tsx,221,a,[Icon/Image],[Dynamic: `mailto:${ch.email}`],Valid,Low,Unknown
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/dashboard/page.tsx,270,button,[Icon/Image],Handler: {() => setWorkspaceMode("enterprise")},Action,Medium,Action
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/dashboard/page.tsx,290,button,[Icon/Image],Handler: {() => setWorkspaceMode("free")},Action,Medium,Action
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/dashboard/page.tsx,327,button,[Icon/Image],Handler: {handleSignOut},Action,Medium,Action
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/dashboard/page.tsx,369,button,[Icon/Image],Handler: {handleSignOut},Action,Medium,Action
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/dashboard/page.tsx,417,button,[Icon/Image],Handler: {() => setActiveTab(tab.id as "projects" | "invoices" | "documents" | "support" | "reporting")},Action,Medium,Action
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/dashboard/page.tsx,573,button,[Icon/Image],Handler: {() => handleDownloadInvoice(inv.id)},Action,Medium,Action
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/dashboard/page.tsx,605,button,[Icon/Image],Handler: {() => handleDownloadDocument(doc.name)},Action,Medium,Action
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/dashboard/page.tsx,678,button,[Icon/Image],,Missing,High,Unknown
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/dashboard/page.tsx,439,Icon,[Icon],,Missing,High,Unknown
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/handbook/page.tsx,115,button,[Icon/Image],Handler: {() => setSidebarOpen(!sidebarOpen)},Action,Medium,Action
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/handbook/page.tsx,118,button,{dynamic},Handler: {() => setStoryMode(!storyMode)},Action,Medium,Action
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/handbook/page.tsx,119,button,[Icon/Image],,Missing,High,Unknown
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/handbook/page.tsx,125,button,[Icon/Image],Handler: {() => setSidebarOpen(false)},Action,Medium,Action
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/handbook/page.tsx,128,button,{dynamic} {dynamic},Handler: {() => select(section.id)},Action,Medium,Action
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/handbook/page.tsx,130,button,[Icon/Image],,Missing,High,Unknown
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/handbook/page.tsx,130,button,[Icon/Image],,Missing,High,Unknown
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/handbook/page.tsx,136,button,{dynamic},Handler: {() => select(result.id)},Action,Medium,Action
